@relation DataSet-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.RemoveByName-E.*UNCHANGED.*-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.RemoveByName-E(.*:global:test)

@attribute ID numeric
@attribute ProjectID string
@attribute BugFixingCommit string
@attribute CommitURL string
@attribute BuggyCommitID string
@attribute RepairedCommitID string
@attribute Class string
@attribute Method string
@attribute Cluster string
@attribute ModifiedStatementCount numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:InfixExpression numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:InfixExpression numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:InfixExpression numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:InfixExpression numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:SwitchCase numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:SwitchCase numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:FunctionNode numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:FunctionNode numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:FunctionNode numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:FunctionNode numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:BreakStatement numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:BreakStatement numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:KeywordLiteral numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:KeywordLiteral numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:KeywordLiteral numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:ArrayLiteral numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:ArrayLiteral numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:ArrayLiteral numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:NumberLiteral numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:NumberLiteral numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:NumberLiteral numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:SwitchStatement numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:RegExpLiteral numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:RegExpLiteral numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:RegExpLiteral numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:StringLiteral numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:StringLiteral numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:StringLiteral numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:StringLiteral numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:NewExpression numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:NewExpression numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:NewExpression numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:ParenthesizedExpression numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:ParenthesizedExpression numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:ParenthesizedExpression numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:ObjectProperty numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:ObjectProperty numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:ObjectProperty numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:ObjectProperty numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:FunctionCall numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:FunctionCall numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:FunctionCall numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:FunctionCall numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:Scope numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:Scope numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:Scope numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:ThrowStatement numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:ForInLoop numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:ForInLoop numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:ExpressionStatement numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:ExpressionStatement numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:ExpressionStatement numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:ExpressionStatement numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:VariableInitializer numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:VariableInitializer numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:VariableInitializer numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:VariableInitializer numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:Name numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:Name numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:Name numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:Name numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:Assignment numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:Assignment numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:Assignment numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:Assignment numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:ReturnStatement numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:ReturnStatement numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:ReturnStatement numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:ReturnStatement numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:Block numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:Block numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:Block numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:ObjectLiteral numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:ObjectLiteral numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:ObjectLiteral numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:ObjectLiteral numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:VariableDeclaration numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:VariableDeclaration numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:VariableDeclaration numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:VariableDeclaration numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:CatchClause numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:EmptyStatement numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:EmptyStatement numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:EmptyStatement numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:IfStatement numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:IfStatement numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:IfStatement numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:IfStatement numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:UnaryExpression numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:UnaryExpression numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:UnaryExpression numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:ConditionalExpression numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:ConditionalExpression numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:ConditionalExpression numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:ConditionalExpression numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:TryStatement numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:TryStatement numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:TryStatement numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:ElementGet numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:ElementGet numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:ElementGet numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:PropertyGet numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:PropertyGet numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:PropertyGet numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:PropertyGet numeric

@data
2618,BUG_FIX,pm2,https://github.com/Unitech/pm2/commit/e7a82a88c8609229137daa8639e4ec28536f46d5,2a185b2d84bd8cf049ebe86a7c88e786c87a739f,e7a82a88c8609229137daa8639e4ec28536f46d5,'\'ClassNA\'','\'MethodNA\'','?',0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2619,OTHER,pm2,https://github.com/Unitech/pm2/commit/2a185b2d84bd8cf049ebe86a7c88e786c87a739f,32387da9739bf1ef5b2e5169662a6beaafa5f0cf,2a185b2d84bd8cf049ebe86a7c88e786c87a739f,'\'ClassNA\'','\'MethodNA\'','?',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2620,OTHER,pm2,https://github.com/Unitech/pm2/commit/32387da9739bf1ef5b2e5169662a6beaafa5f0cf,175a335886b2d54a6488e61a5c813c30406d97f0,32387da9739bf1ef5b2e5169662a6beaafa5f0cf,'\'ClassNA\'','\'MethodNA\'',cluster19,0.2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2621,OTHER,pm2,https://github.com/Unitech/pm2/commit/774cd65c79d7a871c6e6d82aae7e37b175346b5a,eea1b907378f2eaf1907082eb1fd99fd3c9af238,774cd65c79d7a871c6e6d82aae7e37b175346b5a,'\'ClassNA\'','\'MethodNA\'','?',0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2624,BUG_FIX,pm2,https://github.com/Unitech/pm2/commit/dc010d71333a5d86d27aae9551e3a94570b3e242,62d43ef7933b1be7a0521196caba58c93920eb46,dc010d71333a5d86d27aae9551e3a94570b3e242,'\'ClassNA\'','\'MethodNA\'',cluster5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2627,BUG_FIX,pm2,https://github.com/Unitech/pm2/commit/4ceb410efeec66b6b9dfe418f557163700046e2c,9d0be615951581da01a2084d811f128feb5bbde1,4ceb410efeec66b6b9dfe418f557163700046e2c,'\'ClassNA\'','\'MethodNA\'',cluster1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2629,BUG_FIX,pm2,https://github.com/Unitech/pm2/commit/56713f7805b7d0d2c19e7eaa16c94884401ac527,31c0daa497e943b1a5a6d9c0fbf11f635a0331a8,56713f7805b7d0d2c19e7eaa16c94884401ac527,'\'ClassNA\'','\'MethodNA\'','?',0.4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2630,OTHER,pm2,https://github.com/Unitech/pm2/commit/31c0daa497e943b1a5a6d9c0fbf11f635a0331a8,5468064a5a0efcf7e64c68f3abb61ed1e21d0136,31c0daa497e943b1a5a6d9c0fbf11f635a0331a8,'\'ClassNA\'','\'MethodNA\'',cluster4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2632,BUG_FIX,pm2,https://github.com/Unitech/pm2/commit/b7364a678753f9ae12af8d1b7dd029aed54a1a26,6bc71d640fe0b9829821c8d0ab5fce19bc87b663,b7364a678753f9ae12af8d1b7dd029aed54a1a26,'\'ClassNA\'','\'MethodNA\'','?',0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2634,OTHER,pm2,https://github.com/Unitech/pm2/commit/e1b1be4d6e3ebb7bc6cdc4d5212557c3a95a2c07,7a7e81710adf13e4ee1b7cffa3850da9d1dadb89,e1b1be4d6e3ebb7bc6cdc4d5212557c3a95a2c07,'\'ClassNA\'','\'MethodNA\'',cluster3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2638,BUG_FIX,pm2,https://github.com/Unitech/pm2/commit/40d2272bda65709600d265e1fddc396e456f7584,f8527d602ec430edb3b1a625260e455e83d10da3,40d2272bda65709600d265e1fddc396e456f7584,'\'ClassNA\'','\'MethodNA\'','?',0.6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2642,BUG_FIX,pm2,https://github.com/Unitech/pm2/commit/5e6ae039b131d50e0d2c1fa13637bb777e8c58b2,2bcad9ae9a6ad17eeacf22b3ddd01f2a4807a6f8,5e6ae039b131d50e0d2c1fa13637bb777e8c58b2,'\'ClassNA\'','\'MethodNA\'','?',0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2643,OTHER,pm2,https://github.com/Unitech/pm2/commit/2bcad9ae9a6ad17eeacf22b3ddd01f2a4807a6f8,ef53597ba2667a778fb96bab7890771635b807ca,2bcad9ae9a6ad17eeacf22b3ddd01f2a4807a6f8,'\'ClassNA\'','\'MethodNA\'','?',0.2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2645,OTHER,pm2,https://github.com/Unitech/pm2/commit/20d71b18d6e0a1fc57106bba279168c7408ed428,b44c0cb4354b4cc495833dc28bcbb89a70f10a19,20d71b18d6e0a1fc57106bba279168c7408ed428,'\'ClassNA\'','\'MethodNA\'','?',0.6,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2646,OTHER,pm2,https://github.com/Unitech/pm2/commit/b44c0cb4354b4cc495833dc28bcbb89a70f10a19,fddfc2e0e16ea1f2ca55b6ab8ceb8e094b8bde05,b44c0cb4354b4cc495833dc28bcbb89a70f10a19,'\'ClassNA\'','\'MethodNA\'','?',0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2647,BUG_FIX,pm2,https://github.com/Unitech/pm2/commit/fddfc2e0e16ea1f2ca55b6ab8ceb8e094b8bde05,293bbf96738f95bc26fcba40b141003fc91c600e,fddfc2e0e16ea1f2ca55b6ab8ceb8e094b8bde05,'\'ClassNA\'','\'MethodNA\'','?',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2649,OTHER,pm2,https://github.com/Unitech/pm2/commit/189dd45f7202e4891237fbab4162d4fbe2c0f5a5,d9fd10e3cbbc85881d0f46872858e44d302447ee,189dd45f7202e4891237fbab4162d4fbe2c0f5a5,'\'ClassNA\'','\'MethodNA\'','?',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2654,BUG_FIX,pm2,https://github.com/Unitech/pm2/commit/fa52c330a4a048892624b049a4dd4f96db4c13d7,8e781bf6563d4fe49f1b8a6014e5bc729c715ecb,fa52c330a4a048892624b049a4dd4f96db4c13d7,'\'ClassNA\'','\'MethodNA\'',cluster21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2656,BUG_FIX,pm2,https://github.com/Unitech/pm2/commit/f25d16dcbeb9cd7517315768ed4f82e097ee3c9f,aa56137ba93b3f5c10e297adf7c431c014608acf,f25d16dcbeb9cd7517315768ed4f82e097ee3c9f,'\'ClassNA\'','\'MethodNA\'','?',0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2658,BUG_FIX,pm2,https://github.com/Unitech/pm2/commit/9a9aac67820312605f40aeef06c3919d8c1f3560,bba58b1fb39ad05cd8375113f0d17d9e77da6ffb,9a9aac67820312605f40aeef06c3919d8c1f3560,'\'ClassNA\'','\'MethodNA\'',cluster19,0.2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2660,OTHER,pm2,https://github.com/Unitech/pm2/commit/dbd92f00ee62e5e6731026fc15a22847aca807e3,438d81938b2a9ec129b1ea708a9ff469f805ffb9,dbd92f00ee62e5e6731026fc15a22847aca807e3,'\'ClassNA\'','\'MethodNA\'','?',1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2661,OTHER,pm2,https://github.com/Unitech/pm2/commit/438d81938b2a9ec129b1ea708a9ff469f805ffb9,91f46f5c6c2a7e7161f26f689d52a7bd5233cb3c,438d81938b2a9ec129b1ea708a9ff469f805ffb9,'\'ClassNA\'','\'MethodNA\'','?',0.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2662,BUG_FIX,pm2,https://github.com/Unitech/pm2/commit/91f46f5c6c2a7e7161f26f689d52a7bd5233cb3c,f0f3a113c3a7e6d11523d8005c2ef833d7873851,91f46f5c6c2a7e7161f26f689d52a7bd5233cb3c,'\'ClassNA\'','\'MethodNA\'','?',0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2664,BUG_FIX,pm2,https://github.com/Unitech/pm2/commit/157c478ecd96e1cd100249d0b97d4ce19245c1c7,d8cad65849cde2a83bd4555155c335c63046ac63,157c478ecd96e1cd100249d0b97d4ce19245c1c7,'\'ClassNA\'','\'MethodNA\'',cluster4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2665,BUG_FIX,pm2,https://github.com/Unitech/pm2/commit/d8cad65849cde2a83bd4555155c335c63046ac63,29aefc95aace6386ec5398fd0f18a8dbf84f492d,d8cad65849cde2a83bd4555155c335c63046ac63,'\'ClassNA\'','\'MethodNA\'','?',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2669,BUG_FIX,pm2,https://github.com/Unitech/pm2/commit/3cd81103c89210c441f94227ae1517d5e3233079,ec603c5f113319ffb4c870f683a6f5688a8ae6d6,3cd81103c89210c441f94227ae1517d5e3233079,'\'ClassNA\'','\'MethodNA\'','?',0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2670,OTHER,pm2,https://github.com/Unitech/pm2/commit/ec603c5f113319ffb4c870f683a6f5688a8ae6d6,81f8a384dba3ab16560176d73b60964ebe6bb846,ec603c5f113319ffb4c870f683a6f5688a8ae6d6,'\'ClassNA\'','\'MethodNA\'','?',0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
