@relation DataSet-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.RemoveByName-E.*UNCHANGED.*-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.RemoveByName-E(.*:global:test)

@attribute ID numeric
@attribute ProjectID string
@attribute BugFixingCommit string
@attribute CommitURL string
@attribute BuggyCommitID string
@attribute RepairedCommitID string
@attribute Class string
@attribute Method string
@attribute Cluster string
@attribute ModifiedStatementCount numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:InfixExpression numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:InfixExpression numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:InfixExpression numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:InfixExpression numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:SwitchCase numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:SwitchCase numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:FunctionNode numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:FunctionNode numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:FunctionNode numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:FunctionNode numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:BreakStatement numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:BreakStatement numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:KeywordLiteral numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:KeywordLiteral numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:KeywordLiteral numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:ArrayLiteral numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:ArrayLiteral numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:ArrayLiteral numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:NumberLiteral numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:NumberLiteral numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:NumberLiteral numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:SwitchStatement numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:RegExpLiteral numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:RegExpLiteral numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:RegExpLiteral numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:StringLiteral numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:StringLiteral numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:StringLiteral numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:StringLiteral numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:NewExpression numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:NewExpression numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:NewExpression numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:ParenthesizedExpression numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:ParenthesizedExpression numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:ParenthesizedExpression numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:ObjectProperty numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:ObjectProperty numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:ObjectProperty numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:ObjectProperty numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:FunctionCall numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:FunctionCall numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:FunctionCall numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:FunctionCall numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:Scope numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:Scope numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:Scope numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:ThrowStatement numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:ForInLoop numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:ForInLoop numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:ExpressionStatement numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:ExpressionStatement numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:ExpressionStatement numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:ExpressionStatement numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:VariableInitializer numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:VariableInitializer numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:VariableInitializer numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:VariableInitializer numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:Name numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:Name numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:Name numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:Name numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:Assignment numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:Assignment numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:Assignment numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:Assignment numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:ReturnStatement numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:ReturnStatement numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:ReturnStatement numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:ReturnStatement numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:Block numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:Block numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:Block numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:ObjectLiteral numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:ObjectLiteral numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:ObjectLiteral numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:ObjectLiteral numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:VariableDeclaration numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:VariableDeclaration numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:VariableDeclaration numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:VariableDeclaration numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:CatchClause numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:EmptyStatement numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:EmptyStatement numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:EmptyStatement numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:IfStatement numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:IfStatement numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:IfStatement numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:IfStatement numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:UnaryExpression numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:UnaryExpression numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:UnaryExpression numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:ConditionalExpression numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:ConditionalExpression numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:ConditionalExpression numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:ConditionalExpression numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:TryStatement numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:TryStatement numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:TryStatement numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:ElementGet numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:ElementGet numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:ElementGet numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:PropertyGet numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:PropertyGet numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:PropertyGet numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:PropertyGet numeric

@data
842,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/3370bfdc6ca7e8af22cb2f8b9f3b4a5cb8b20cd9,7047be06642c7f3d6b1ef3665955c040dcfa45b1,3370bfdc6ca7e8af22cb2f8b9f3b4a5cb8b20cd9,'\'ClassNA\'','\'MethodNA\'',cluster0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/59df7b0299f6c0ad18458cce0b527d7eaac94c52,ce0ccafd188d1c5ed323f66f4de8db5e577a3775,59df7b0299f6c0ad18458cce0b527d7eaac94c52,'\'ClassNA\'','\'MethodNA\'','?',1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/56ffe754f41681fa598672b85a5bbe94d765fd41,9cb264b4fad32b7f9083bd07315951034277df72,56ffe754f41681fa598672b85a5bbe94d765fd41,'\'ClassNA\'','\'MethodNA\'','?',1.2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
860,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/ab681d2b53dc164dd90be4ff009a8f888d7c0b7d,303dd3b22c0fb390baf3440752186eaf94cdd68c,ab681d2b53dc164dd90be4ff009a8f888d7c0b7d,'\'ClassNA\'','\'MethodNA\'','?',0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/659df35c666e5a34834828e2d882c98724ab06e1,529fb0af99352da1ed35d1a2e0e974147e6b3c34,659df35c666e5a34834828e2d882c98724ab06e1,'\'ClassNA\'','\'MethodNA\'',cluster1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/89ccca93788d59c9c58043e440c08d1f899cf5d4,e06008189501b1f65bfe0d34c0dbda24b0a477f5,89ccca93788d59c9c58043e440c08d1f899cf5d4,'\'ClassNA\'','\'MethodNA\'',cluster1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/a5b58ce250cb46fb4b557a4cf27e66d704cf53ec,85a5705f5cad13fc9ae6766781a35edcec21b00b,a5b58ce250cb46fb4b557a4cf27e66d704cf53ec,'\'ClassNA\'','\'MethodNA\'',cluster3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/5a8392413c829181c6ffcfae3882fe9c24140509,9a691a96e0da75b612c01b34420fc3d86acca965,5a8392413c829181c6ffcfae3882fe9c24140509,'\'ClassNA\'','\'MethodNA\'','?',0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/9a691a96e0da75b612c01b34420fc3d86acca965,f166e4db4538858adc96a10d31243e7c97b25baa,9a691a96e0da75b612c01b34420fc3d86acca965,'\'ClassNA\'','\'MethodNA\'','?',0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/90a710e1d1cc335e37018c583ff1819749551b4c,e67e39b585b24b53aacd19ba22c88e4f3c729170,90a710e1d1cc335e37018c583ff1819749551b4c,'\'ClassNA\'','\'MethodNA\'','?',0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/115c01481e38ca7f68fa0fe0128f6397c7468dca,700c799f525d869e1b9052882e048ff671e8d4f0,115c01481e38ca7f68fa0fe0128f6397c7468dca,'\'ClassNA\'','\'MethodNA\'','?',0.8,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/b9ecba4f10e38402df5f1cd3e820cca846beee9a,8455e041a6500ac4fef8fd3cbdc8d1a5ab6303cc,b9ecba4f10e38402df5f1cd3e820cca846beee9a,'\'ClassNA\'','\'MethodNA\'',cluster4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/7eef5979391a5ab8ac4b2ecbebf5c0cce09142df,19e1e4ce35799a0468dd0901b555d1a0c2872936,7eef5979391a5ab8ac4b2ecbebf5c0cce09142df,'\'ClassNA\'','\'MethodNA\'','?',0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/9b2713785a40403945ad979dfe4e12ccb1be3807,dff014568d7f376b796bc79034c2eef64e013c98,9b2713785a40403945ad979dfe4e12ccb1be3807,'\'ClassNA\'','\'MethodNA\'','?',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
950,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/714f6b8c3325ad693c4399e03cbe639a9a7a6d0f,63175a26bdc892fbc5f0f32ef102da26523ef3b8,714f6b8c3325ad693c4399e03cbe639a9a7a6d0f,'\'ClassNA\'','\'MethodNA\'','?',0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/65a970f49aaf0c51aea6882784a836c71b874551,f97180e3b374f98503d1b305e71863dd4c331706,65a970f49aaf0c51aea6882784a836c71b874551,'\'ClassNA\'','\'MethodNA\'','?',0.8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/06aec893ae0c6021a2f0f21938f4e39111c06afb,58146d39fc61f36e50915e993407172fcf1a761c,06aec893ae0c6021a2f0f21938f4e39111c06afb,'\'ClassNA\'','\'MethodNA\'','?',0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/45bb9fb7bf1fb82541944aef9d69eae94eb6f97e,0f441bc27cddcff7f4084992418cceb79a4a59f1,45bb9fb7bf1fb82541944aef9d69eae94eb6f97e,'\'ClassNA\'','\'MethodNA\'','?',1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/0f441bc27cddcff7f4084992418cceb79a4a59f1,eea6c521cfe95a48d66dbb824a265f2d7f2932a7,0f441bc27cddcff7f4084992418cceb79a4a59f1,'\'ClassNA\'','\'MethodNA\'','?',0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
979,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/4aeb918864a964752b676ad23e4e3b4898322151,75b20ecfd6dca2a8bd2ad6271afa37973c208720,4aeb918864a964752b676ad23e4e3b4898322151,'\'ClassNA\'','\'MethodNA\'','?',0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/730f676f62ad97f69aa19f63bfe902f523a3308c,82e0a558ec81812e449a9f58b5a99b2b8e8aeeab,730f676f62ad97f69aa19f63bfe902f523a3308c,'\'ClassNA\'','\'MethodNA\'','?',0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/8ac3c3beef306ad4331b45e071a8b8e3d811e1cb,f003fb518393f406142a4140c9a2a56cc78929b4,8ac3c3beef306ad4331b45e071a8b8e3d811e1cb,'\'ClassNA\'','\'MethodNA\'','?',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/f003fb518393f406142a4140c9a2a56cc78929b4,a9633f7f667527a7567d007ab55ad6d9dd5a416f,f003fb518393f406142a4140c9a2a56cc78929b4,'\'ClassNA\'','\'MethodNA\'','?',0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1048,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/2b916d87dadea3550c4ef20ff85ba4a0e565680f,a81774ac23445c6eb62210ccdba063e9fa1d50c9,2b916d87dadea3550c4ef20ff85ba4a0e565680f,'\'ClassNA\'','\'MethodNA\'','?',0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1049,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/cd3c14c73f3283c3dbdfcdb47631927229c60784,731cba3bea6c797df7526caf53ece30531fe99aa,cd3c14c73f3283c3dbdfcdb47631927229c60784,'\'ClassNA\'','\'MethodNA\'',cluster6,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/a81774ac23445c6eb62210ccdba063e9fa1d50c9,8c168fd81bce8a6f2d555b76c7adb3701edd8313,a81774ac23445c6eb62210ccdba063e9fa1d50c9,'\'ClassNA\'','\'MethodNA\'',cluster6,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
